Image_ID,Resolution,Width,Height,Size_MB,Method,Process_Thread_Count,Execution_Time_sec,Time_per_Megapixel,PSNR,SSIM,MSE,Throughput_pixels_per_sec,Baseline_Time,Speedup
0,244x244,244,244,0.02104,sequential,1,0.21162,3.55449,19.452923334115436,0.6180179512434573,737.5441581564096,281334.47,0.21162,1.0
0,512x512,512,512,0.06281,sequential,1,1.28678,4.90868,19.44770586366864,0.6079680374875113,738.4307518005371,203720.92,1.28678,1.0
0,1024x1024,1024,1024,0.15724,sequential,1,9.71359,9.2636,19.418020268199864,0.6799793758979704,743.4954824447632,107949.38,9.71359,1.0
